PolicyNo,PolicyHolderID,PolicyHolderName,InsuredID,InsuredName,InsuredDOB,PXIllness,Status,EffectiveDate,ExpiryDate,PremiumAmount,RiderPremiumAmount,OutstandingPremium,RiderOutstandingPremium,ProductCode,EntryDate,CommencementDate,ReinstatementDate,RiderEntryDate,RiderCommencementDate,RiderReinstatementDate,AllowAutoClaim,PolicyYearLimit,PolicyYearBalance,LifetimeLimit,LifetimeBalance,Rider,RiderPrdtCode
21211713,S6890307M,Marlon Baldwin,S9314846I,Izabella Clarke,2/21/1991,,1,8/12/2019,8/11/2020,386.92,110.28,386.92,110.28,PEA,8/12/2015,8/12/2015,,8/12/2015,8/12/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21211797,S6778020C,Chasity Fernandez,S6778020C,Chasity Fernandez,12/19/2003,,1,8/12/2019,8/11/2020,386.92,110.28,0,0,PEA,8/12/2015,8/12/2015,,8/12/2015,8/12/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21211934,S2232168N,Nathaly Green,S7647227C,Cheyanne Newton,6/17/1968,,1,8/1/2019,7/31/2020,365.42,91.59,0,0,PEB,8/1/2015,8/1/2015,,8/1/2015,8/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21212317,S9219781A,Abraham Lin,S9534702J,Justice Jarvis,4/23/2008,,1,8/19/2019,8/18/2020,202.8,92.52,0,0,PEA,8/19/2015,8/19/2015,,8/19/2015,8/19/2015,,Y,500000,500000,10000000,10000000,Y,PCRIC
21213117,S5599966M,Moriah Carey,S5836396B,Brittany Suarez,4/10/1994,,1,11/1/2019,10/31/2020,403.74,33.65,0,0,PEA,11/1/2014,11/1/2014,,8/31/2015,11/1/2014,,Y,500000,500000,10000000,10000000,Y,PEAD
21213131,S9214777Z,Zackery Mccann,S8627938Z,Zoie Orozco,5/31/1996,,1,1/1/2020,12/31/2020,908.41,300,0,300,PEP,1/1/2014,1/1/2014,,1/1/2015,1/1/2014,,Y,700000,700000,10000000,10000000,Y,PEPD
21213237,S6260480E,Elijah Nixon,S5992105I,Izayah Stevenson,4/10/1985,,1,8/12/2019,8/11/2020,339.25,108.41,0,0,PBB,8/12/2015,8/12/2016,,8/12/2015,8/12/2016,,Y,150000,150000,8999999488,8999999488,Y,PBBR
21213494,S7761202H,Hope Marks,S0761681I,Isabela Alexander,2/12/1987,,1,9/1/2019,8/31/2020,368.22,142.99,0,0,PAA,9/1/2014,9/1/2015,,9/1/2014,9/1/2015,,Y,200000,200000,8999999488,8999999488,Y,PAAR
21213860,S6734927J,Jayda Lucero,S4891171F,Finley Steele,10/9/1965,,1,10/2/2019,10/1/2020,845.79,252.34,0,0,PEP,10/2/2014,10/2/2015,,10/2/2014,10/2/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21214161,S3731396A,Aedan Rowland,S1464207A,Abram White,6/18/1981,,1,1/1/2020,12/31/2020,128.04,102.8,0,102.8,PEA,1/1/2015,1/1/2015,,1/1/2015,1/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21214253,S7369293D,Dustin Travis,S7369293D,Dustin Travis,1/7/1996,,1,9/1/2019,8/31/2020,409.35,120.56,0,0,PEA,9/1/2015,9/1/2015,,9/1/2015,9/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21214613,S2730464R,Rigoberto Gregory,S9548042O,Olivia Leon,10/2/1957,Fibrosis or cirrhosis of liver,1,5/1/2020,4/30/2021,822.43,415.89,0,0,PEP,5/1/2014,5/1/2014,,5/1/2014,5/1/2014,,Y,700000,700000,10000000,10000000,Y,PEPR
21214825,S0189629A,Andreas Strickland,S8607659A,Abagail Huerta,8/17/1978,,1,1/1/2020,12/31/2020,228.04,136.45,0,0,PEP,1/1/2015,1/1/2015,,1/1/2015,1/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21215448,S4583294C,Carley Bell,S5088248M,Matthew Griffith,11/20/2005,,1,3/1/2020,2/28/2021,348.6,0,0,0,PEP,3/1/2015,3/1/2015,,,,,Y,700000,700000,10000000,10000000,N,
21215553,S2608904S,Samantha Booker,S2608904S,Samantha Booker,8/29/1951,,1,6/24/2019,6/23/2020,382.24,91.59,0,0,PEB,6/24/2015,6/24/2015,,6/24/2015,6/24/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21216295,S2902865K,Kadence Pierce,S2286766M,Maxwell Miller,7/3/1982,,1,10/18/2019,10/17/2020,147.66,58.88,0,0,PBB,1/1/2015,10/18/2015,,1/1/2015,10/18/2015,,Y,100000,100000,8999999488,8999999488,Y,PBBD
21216413,S9091976A,Amiya Malone,S6933811D,Devon Mata,8/5/1979,,1,11/15/2019,11/14/2020,348.6,136.45,0,0,PEP,4/15/2014,5/15/2014,,4/15/2014,5/15/2014,,Y,700000,700000,10000000,10000000,Y,PEPD
21216728,S1428813A,Alena Strickland,S1356890H,Hazel Snow,6/8/2000,,1,10/26/2019,10/25/2020,248.6,102.8,0,0,PEA,10/26/2015,10/26/2015,,10/26/2015,10/26/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21217019,S8138409E,Elaine Mendez,S7409612D,Dallas Reilly,6/18/1985,,1,5/1/2020,4/30/2021,845.79,252.34,0,0,PEP,5/1/2015,5/1/2015,,5/1/2015,5/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21217161,S2455926A,Athena Wright,S9466030J,June Drake,12/27/1975,,1,10/1/2019,9/30/2020,386.92,0,0,0,PEA,10/1/2014,10/1/2014,,,,,Y,500000,500000,10000000,10000000,N,
21217233,S4357462A,Ansley Sellers,S9137091V,Viviana Shepard,7/14/1973,,1,11/4/2019,11/3/2020,1142.99,594.39,0,0,PEP,11/4/2015,11/4/2015,,11/4/2015,11/4/2015,,Y,700000,700000,10000000,10000000,Y,PEPR
21217261,S0669855K,Kierra George,S9839392E,Emmy Bernard,9/7/1989,,1,11/5/2019,11/4/2020,604.67,183.18,0,0,PEA,11/5/2015,11/5/2015,,11/5/2015,11/5/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21217278,S9602886E,Efrain Henson,S9602886E,Efrain Henson,11/5/2013,,1,11/8/2019,11/7/2020,732.71,193.46,0,0,PEB,11/7/2015,11/8/2015,,11/7/2015,11/8/2015,,Y,500000,500000,10000000,10000000,Y,PEBD
21217305,S3258325E,Ernesto Serrano,S9858623E,Ella Dominguez,4/12/1958,,1,11/1/2019,10/31/2020,173.83,90.76,-0.01,0,PEB,11/1/2015,11/1/2015,,11/8/2015,11/1/2015,,Y,250000,250000,10000000,10000000,Y,PCRIC
21217306,S1312842L,Lillian Hickman,S0051913A,Annabel Hicks,9/21/1991,,1,11/1/2019,10/31/2020,181.31,90.76,0,0,IFEB,11/1/2015,11/1/2015,,11/8/2015,11/1/2015,,Y,250000,250000,10000000,10000000,Y,PCRIC
21217307,S8669410A,Alyssa Dickson,S7204955O,Odin Novak,10/29/2005,,1,11/1/2019,10/31/2020,143.93,69.67,0,0,PEC,11/1/2015,11/1/2015,,11/8/2015,11/1/2015,,Y,150000,150000,10000000,10000000,Y,PECR
21217309,S9087130C,Caitlyn Carey,S4412331L,Logan White,1/13/1976,,1,11/8/2019,11/7/2020,147.66,92.52,0,0,PBB,1/1/2015,11/8/2015,,1/1/2015,11/8/2015,,Y,100000,100000,8999999488,8999999488,Y,PCRIC
21217314,S0978665E,Ernesto Fuller,S1024519H,Heather Hodges,8/18/1976,,1,11/8/2019,11/7/2020,185.98,92.52,0,0,PEA,5/1/2014,11/8/2015,,5/1/2014,11/8/2015,,Y,300000,300000,8999999488,8999999488,Y,PCRIC
21217344,S5728470P,Paul Warren,S1601335B,Blake Macdonald,1/12/2005,,1,11/8/2019,11/7/2020,147.66,92.52,0,0,PBB,1/1/2015,11/8/2015,,1/1/2015,11/8/2015,,Y,100000,100000,8999999488,8999999488,Y,PCRIC
21217383,S2319809A,Aspen Brown,S7969543T,Trent Conley,5/15/1953,,1,11/16/2019,11/15/2020,386.92,0,0,0,PEA,5/1/2015,11/16/2015,,,,,Y,250000,250000,10000000,10000000,N,
21217385,S4359159P,Priscilla Andrews,S2319370G,Georgia Russo,8/15/1993,,1,11/8/2019,11/7/2020,147.66,92.52,0,0,PBB,1/1/2015,11/8/2015,,1/1/2015,11/8/2015,,Y,250000,250000,10000000,10000000,Y,PCRIC
21217481,S4716547C,Caden Browning,S4716547C,Caden Browning,2/4/1966,,1,1/1/2020,12/31/2020,286.92,114.02,0,0,PBB,1/1/2015,1/1/2015,,1/1/2015,1/1/2015,,Y,150000,150000,8999999488,8999999488,Y,PBBD
21217488,S7181761A,Allie Mckenzie,S0132546N,Natasha Wang,7/22/1963,,1,10/1/2019,9/30/2020,374.77,0,0,0,IFEB,10/1/2014,10/1/2014,,,,,Y,250000,250000,10000000,10000000,N,
21217562,S4528530T,Tate York,S3172947H,Holden Russo,6/22/1969,,1,11/25/2019,11/24/2020,349.53,68.22,0,0,PBB,11/25/2015,11/25/2015,,11/25/2015,11/25/2015,,Y,150000,150000,8999999488,8999999488,Y,PBBD
21217602,S7197530D,Damion Tucker,S7197530D,Damion Tucker,9/9/2006,,1,5/1/2020,4/30/2021,356.08,85.98,0,0,PEB,5/1/2010,5/1/2010,,5/1/2010,5/1/2010,,Y,250000,250000,10000000,10000000,Y,PEBD
21217631,S3089972J,Josh Nelson,S9185557P,Phoebe Melendez,2/13/1983,,1,12/1/2019,11/30/2020,604.67,183.18,0,0,PEA,2/1/2015,12/1/2015,,2/1/2015,12/1/2015,,Y,250000,250000,10000000,10000000,Y,PEAD
21217838,S5058477W,Walker Whitehead,S5058477W,Walker Whitehead,6/24/2009,,1,1/1/2020,12/31/2020,1745.79,0,0,0,PIP,1/1/2015,1/1/2015,,,,,Y,1000000,1000000,100000,100000,N,
21217871,S7870913I,Isaiah Calderon,S9251505A,Avery Leonard,2/18/1956,,1,1/1/2020,12/31/2020,409.35,118.59,0,0,PEA,1/1/2016,1/1/2016,,1/7/2016,1/1/2016,,Y,500000,500000,10000000,10000000,Y,PEAD
21217886,S3230176Z,Zane Gonzalez,S7039952L,Lea Haas,2/3/1994,,1,1/1/2020,12/31/2020,365.42,0,0,0,PEB,1/1/2014,1/1/2014,,,,,Y,250000,250000,10000000,10000000,N,
21217990,S8559768D,Dania Higgins,S3363052R,Reynaldo Russo,2/28/1960,,1,3/15/2020,3/14/2021,167.29,0,0,0,PEB,10/1/2015,3/15/2016,,,,,Y,150000,150000,8999999488,8999999488,N,
21218116,S6741092A,Alonzo Kim,S0752139M,Madyson Fischer,6/6/1996,,1,1/1/2020,12/31/2020,254.21,92.52,0,0,PEP,1/1/2015,1/1/2015,,1/1/2015,1/1/2015,,Y,700000,700000,10000000,10000000,Y,PCRIC
21218117,S0730838K,Kenny Lindsey,S5650023A,Adelaide Joseph,10/8/1959,,1,1/1/2020,12/31/2020,167.29,0,0,0,PEB,1/1/2015,1/1/2015,,,,,Y,250000,250000,10000000,10000000,N,
21218367,S4966127F,Felix Solis,S6905758A,Arely Dawson,6/15/1987,,1,3/2/2020,3/1/2021,828.97,0,0,0,PAA,3/2/2016,3/2/2016,,,,,Y,200000,200000,8999999488,8999999488,N,
21218368,S5750007G,Gisselle Escobar,S5750007G,Gisselle Escobar,1/11/1980,,1,3/2/2020,3/1/2021,867.29,299.07,0,0,PCC,3/2/2016,3/2/2016,,3/2/2016,3/2/2016,,Y,100000,100000,8999999488,8999999488,Y,PCCR
21218371,S9961646J,Janiya Valencia,S1002272L,Lawrence Ramirez,10/7/1987,,1,3/2/2020,3/1/2021,1091.59,0,0,0,PAA,3/2/2016,3/2/2016,,,,,Y,200000,200000,8999999488,8999999488,N,
21218372,S0099069E,Emerson Oconnor,S7947507M,Makhi Huff,10/6/1984,,1,3/2/2020,3/1/2021,185.98,0,0,0,PEA,3/2/2016,3/2/2016,,,,,Y,500000,500000,10000000,10000000,N,
21218373,S2122125J,Jerimiah Buchanan,S9566818P,Phoebe Howe,7/3/2010,,1,3/2/2020,3/1/2021,373.83,0,0,0,PAA,3/2/2016,3/2/2016,,,,,Y,200000,200000,8999999488,8999999488,N,
21218374,S1242344L,Lilly Richardson,S1526584T,Talia Christensen,4/26/1956,,1,3/2/2020,3/1/2021,909.35,0,0,0,PEA,3/2/2016,3/2/2016,,,,,Y,500000,500000,10000000,10000000,N,
21218376,S7333666F,Franklin Pitts,S3095905K,Kelvin Burgess,12/13/1991,,1,3/2/2020,3/1/2021,743.93,0,0,0,PEB,3/2/2016,3/2/2016,,,,,Y,250000,250000,10000000,10000000,N,
21218383,S7481478M,Mateo Baxter,S7229613A,Alyson Mays,11/7/2012,,1,5/1/2020,4/30/2021,731.78,0,0,0,PIP,5/1/2016,5/1/2016,,,,,Y,150000,150000,10000000,10000000,N,
21218395,S9311125M,Mateo Johns,S2345144L,Larry Murillo,6/22/2010,,1,11/23/2019,11/22/2020,344.86,0,0,0,PIP,5/23/2014,5/23/2014,,,,,Y,1000000,1000000,100000,100000,N,
21218431,S7791887L,Liberty Walsh,S7791887L,Liberty Walsh,10/31/1999,,1,3/7/2020,3/6/2021,204.67,0,0,0,PEC,3/7/2016,3/7/2016,,,,,Y,150000,150000,10000000,10000000,N,
21218445,S9325455T,Tyrell Hayes,S8195770N,Natalee Roman,10/5/1953,,1,3/7/2020,3/6/2021,448.6,0,0,0,PCC,3/7/2016,3/7/2016,,,,,Y,100000,100000,8999999488,8999999488,N,
21218446,S0807816L,Lilyana Christensen,S0807816L,Lilyana Christensen,3/6/2011,,1,3/7/2020,3/6/2021,942.99,0,0,0,PEA,3/7/2016,3/7/2016,,,,,Y,500000,500000,10000000,10000000,N,
21218545,S3982868V,Vanessa Schultz,S4495742J,Jett Kirby,9/27/1988,,1,3/1/2020,2/28/2021,982.43,453.27,0,0,PAA,3/1/2015,3/1/2015,,3/1/2016,3/1/2015,,Y,200000,200000,8999999488,8999999488,Y,PAAR
21218559,S7238168M,Monica Douglas,S2359657G,Gretchen Mata,2/25/1960,,1,3/8/2020,3/7/2021,348.6,228.97,0,0,PEP,3/8/2015,3/8/2016,,3/8/2015,3/8/2016,,Y,250000,250000,10000000,10000000,Y,PEPR
21218782,S7580249J,Jaslene Marquez,S3069495J,Josue Gomez,6/10/2012,,1,3/30/2020,3/29/2021,360.37,0,0,0,PIP,3/30/2016,3/30/2016,,,,,Y,150000,150000,10000000,10000000,N,
21218803,S4020327D,Dillan Ferrell,S6351005R,Reagan Harvey,11/21/1975,,1,3/15/2020,3/14/2021,845.79,252.34,0,0,PEP,3/15/2016,3/15/2016,,3/15/2016,3/15/2016,,Y,700000,700000,10000000,10000000,Y,PEPD
21218860,S7767384A,Abdiel Brady,S7767384A,Abdiel Brady,1/24/1956,,1,3/10/2020,3/9/2021,373.83,100,0,0,PAA,3/10/2015,3/10/2015,,3/10/2015,3/10/2015,,Y,200000,200000,8999999488,8999999488,Y,PAAD
21218927,S7280288J,Jazlene Walters,S5293051E,Emiliano Willis,8/6/1966,,1,3/28/2020,3/27/2021,496.26,0,0,0,PIP,3/28/2016,3/28/2016,,,,,Y,150000,150000,10000000,10000000,N,
21218928,S6904164C,Chad Callahan,S6904164C,Chad Callahan,10/23/1950,,1,3/28/2020,3/27/2021,348.6,0,0,0,PIP,3/28/2016,3/28/2016,,,,,Y,150000,150000,10000000,10000000,N,
21218929,S7742983P,Paloma Young,S7742983P,Paloma Young,3/15/1968,,1,3/1/2020,2/28/2021,348.6,0,0,0,PIP,3/1/2016,3/1/2016,,,,,Y,150000,150000,10000000,10000000,N,
21218930,S7046497K,Kathy Hebert,S7046497K,Kathy Hebert,8/11/1974,,1,3/1/2020,2/28/2021,154.21,0,0,0,PIP,3/1/2016,3/1/2016,,,,,Y,150000,150000,10000000,10000000,N,
21218931,S4082037M,Marley Doyle,S4082037M,Marley Doyle,6/17/1954,,1,3/28/2020,3/27/2021,154.21,0,0,0,PIP,3/28/2016,3/28/2016,,,,,Y,150000,150000,10000000,10000000,N,
21219064,S7330736B,Brisa Yang,S4033503A,Angel Wyatt,5/31/1962,,1,2/1/2020,1/31/2021,223.36,0,0,0,PIP,2/1/2015,2/1/2015,,,,,Y,1000000,1000000,100000,100000,N,
21219117,S9002824T,Trey Cook,S9002824T,Trey Cook,9/3/1998,,1,4/6/2020,4/5/2021,409.35,100.93,0,0,PEA,4/6/2016,4/6/2016,,4/6/2016,4/6/2016,,Y,500000,500000,10000000,10000000,Y,PEAD
21219118,S4666172M,Mohammad Poole,S4666172M,Mohammad Poole,3/21/1964,,1,4/6/2020,4/5/2021,615.89,326.17,0,0,PEA,4/6/2016,4/6/2016,,4/6/2016,4/6/2016,,Y,500000,500000,10000000,10000000,Y,PEAR
21219344,S1256016L,Leonel Logan,S7106935S,Sadie Le,12/29/2002,,1,2/1/2020,1/31/2021,143.93,0,0,0,PEC,2/1/2016,2/1/2016,,,,,Y,150000,150000,10000000,10000000,N,
21219416,S9011861E,Elisha Everett,S1029334J,Jabari Braun,5/24/1980,,1,1/1/2020,12/31/2020,523.36,0,0,0,PEP,1/1/2016,1/1/2016,,,,,Y,700000,700000,10000000,10000000,N,
21219515,S6598792W,Wesley Marshall,S1780035S,Sebastian Leon,12/11/2006,,1,4/18/2020,4/17/2021,185.98,156.07,-0.01,0,PEA,4/18/2016,4/18/2016,,4/18/2016,4/18/2016,,Y,500000,500000,10000000,10000000,Y,PEAR
21219516,S9297588F,Francisco Bonilla,S9297588F,Francisco Bonilla,8/20/1951,,1,4/26/2020,4/25/2021,185.98,78.04,-0.01,0,PEA,4/26/2016,4/26/2016,,4/26/2016,4/26/2016,,Y,500000,500000,10000000,10000000,Y,PEAR
21219580,S5239971P,Paisley Kirk,S5239971P,Paisley Kirk,3/17/1979,,1,1/1/2020,12/31/2020,1994.39,591.59,-0.01,0,PEP,1/1/2016,1/1/2016,,1/1/2016,1/1/2016,,Y,700000,700000,10000000,10000000,Y,PEPD
21219581,S9149032D,Dylan Holt,S5889367J,Jalen Oconnell,3/10/1963,,1,1/1/2020,12/31/2020,189.72,98.13,0,0,PEB,1/1/2016,1/1/2016,,1/1/2016,1/1/2016,,Y,250000,250000,10000000,10000000,Y,PEBR
21219582,S6216323V,Veronica Welch,S6216323V,Veronica Welch,4/5/1992,,1,1/1/2020,12/31/2020,763.55,0,0,0,PPP,1/1/2016,1/1/2016,,,,,Y,300000,300000,8999999488,8999999488,N,
21219619,S8274725Q,Quintin Rollins,S8274725Q,Quintin Rollins,10/19/1993,,1,11/4/2019,11/3/2020,261.68,99.07,-0.01,0,PEA,5/4/2016,5/4/2016,,5/4/2016,5/4/2016,,Y,500000,500000,10000000,10000000,Y,PEAD
21219625,S3510746J,Jade Anderson,S3510746J,Jade Anderson,3/28/1978,,1,11/10/2019,11/9/2020,409.35,0,0,0,PEA,5/10/2016,5/10/2016,,,,,Y,500000,500000,10000000,10000000,N,
21219630,S8184250L,Laurel Elliott,S8184250L,Laurel Elliott,10/11/1959,Biliary atresia,1,11/6/2019,11/5/2020,409.35,182.24,0,0,PEA,10/1/2015,5/6/2016,,10/1/2015,5/6/2016,,Y,700000,700000,10000000,10000000,Y,PEAR
21219671,S4427750I,Ian Klein,S4427750I,Ian Klein,2/8/1978,,1,4/30/2020,4/29/2021,523.36,0,0,0,PEP,4/30/2016,4/30/2016,,,,,Y,700000,700000,10000000,10000000,N,
21219716,S8116965A,Angelica Mccoy,S8116965A,Angelica Mccoy,3/24/1997,,1,11/12/2019,11/11/2020,1154.21,265.42,0,0,PEC,5/12/2016,5/12/2016,,5/12/2016,5/12/2016,,Y,150000,150000,10000000,10000000,Y,PECD
21219750,S9029170A,Angeline Baxter,S9029170A,Angeline Baxter,11/18/1973,,1,1/1/2020,12/31/2020,324.3,114.02,0,0,PEC,1/1/2016,1/1/2016,,1/1/2016,1/1/2016,,Y,150000,150000,10000000,10000000,Y,PECR
21219751,S8176264C,Clay Luna,S8176264C,Clay Luna,9/2/1991,,1,1/1/2020,12/31/2020,382.24,91.59,0,0,PEB,1/1/2016,1/1/2016,,1/1/2016,1/1/2016,,Y,250000,250000,10000000,10000000,Y,PEBD
21219752,S1422519J,Jared Fowler,S1422519J,Jared Fowler,10/5/1958,,1,11/17/2019,11/16/2020,523.36,150.47,0,0,PEP,1/1/2016,5/17/2016,,1/1/2016,5/17/2016,,Y,700000,700000,10000000,10000000,Y,PEPD
21219755,S8435609M,Marcelo Benjamin,S8435609M,Marcelo Benjamin,9/12/1996,,1,1/1/2020,12/31/2020,1213.08,324.3,0,0,PEP,1/1/2016,1/1/2016,,1/1/2016,1/1/2016,,Y,700000,700000,10000000,10000000,Y,PEPD
21219816,S6212581S,Sarai Esparza,S6212581S,Sarai Esparza,4/24/1965,,1,11/7/2019,11/6/2020,861.68,0,0,0,IFEB,5/7/2016,5/7/2016,,,,,Y,250000,250000,10000000,10000000,N,
21219825,S9799216J,Johnathan Guerra,S9799216J,Johnathan Guerra,5/29/1950,,1,11/24/2019,11/23/2020,409.35,120.56,0,0,PEA,5/24/2016,5/24/2016,,5/24/2016,5/24/2016,,Y,500000,500000,10000000,10000000,Y,PEAD
21219826,S2320602E,Eduardo Perry,S2320602E,Eduardo Perry,1/19/1970,,1,1/1/2020,12/31/2020,409.35,120.56,0,0,PEA,1/1/2016,1/1/2016,,1/1/2016,1/1/2016,,Y,500000,500000,10000000,10000000,Y,PEAD
21219828,S6969356S,Selina Kennedy,S6969356S,Selina Kennedy,1/17/1985,,1,1/1/2020,12/31/2020,909.35,239.25,0,0,PEA,1/1/2016,1/1/2016,,1/1/2016,1/1/2016,,Y,500000,500000,10000000,10000000,Y,PEAD
21219829,S3131848D,Dakota Humphrey,S3903505E,Emery Hendricks,2/9/2001,,1,1/1/2020,12/31/2020,409.35,120.56,0,120.56,PEA,1/1/2016,1/1/2016,,1/1/2016,1/1/2016,,Y,500000,500000,10000000,10000000,Y,PEAD
21219919,S3947799D,Destiney Wyatt,S3947799D,Destiney Wyatt,6/17/1972,,1,1/1/2020,12/31/2020,604.67,183.18,0,0,PEA,1/1/2016,1/1/2016,,1/1/2016,1/1/2016,,Y,500000,500000,10000000,10000000,Y,PEAD
21219934,S3255037I,Izayah Price,S3255037I,Izayah Price,12/3/1972,,1,1/1/2020,12/31/2020,348.6,136.45,0,0,PEP,1/1/2016,1/1/2016,,1/1/2016,1/1/2016,,Y,700000,700000,10000000,10000000,Y,PEPD
21219962,S9517245N,Nathaly Hooper,S9517245N,Nathaly Hooper,3/20/1997,,1,12/1/2019,11/30/2020,1269.16,171.43,0,0,PEA,12/1/2015,12/1/2015,,6/17/2016,12/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21219965,S7059299R,Ricardo Hicks,S7059299R,Ricardo Hicks,5/14/1989,,1,12/1/2019,11/30/2020,348.6,0,0,0,PIP,6/1/2016,6/1/2016,,,,,Y,150000,150000,10000000,10000000,N,
21219983,S3101024M,Madyson Zavala,S3101024M,Madyson Zavala,3/2/2005,,1,1/1/2020,12/31/2020,1213.08,594.39,0.01,0.01,PEP,1/1/2016,1/1/2016,,1/1/2016,1/1/2016,,Y,700000,700000,10000000,10000000,Y,PEPR
21219988,S0029673J,Jean Ingram,S0029673J,Jean Ingram,10/17/1979,,1,12/1/2019,11/30/2020,942.99,254.21,0,0,PEA,6/1/2016,6/1/2016,,6/1/2016,6/1/2016,,Y,500000,500000,10000000,10000000,Y,PEAD
21220106,S6369681E,Eva Wang,S6890625C,Carolyn Gardner,5/29/1997,,1,3/1/2020,2/28/2021,409.35,120.56,0,0,PEA,3/1/2016,3/1/2016,,3/1/2016,3/1/2016,,Y,500000,500000,10000000,10000000,Y,PEAD
21220116,S0041564A,Andreas Adkins,S0041564A,Andreas Adkins,9/20/1969,,1,3/1/2020,2/28/2021,348.6,228.97,0,0,PEP,3/1/2016,3/1/2016,,3/1/2016,3/1/2016,,Y,700000,700000,10000000,10000000,Y,PEPR
21220131,S9520851B,Braelyn Tate,S9520851B,Braelyn Tate,4/27/1970,,1,6/10/2019,6/9/2020,2041.12,591.59,-0.01,0,PEP,6/10/2016,6/10/2016,,6/10/2016,6/10/2016,,Y,700000,700000,10000000,10000000,Y,PEPD
21220418,S5242297B,Barbara Kramer,S5242297B,Barbara Kramer,6/5/1992,,1,2/12/2020,2/11/2021,845.79,252.34,0,0,PEP,2/12/2016,2/12/2016,,2/12/2016,2/12/2016,,Y,700000,700000,10000000,10000000,Y,PEPD
21220452,S0365233A,Aubrey Cox,S0365233A,Aubrey Cox,3/28/1973,,1,7/1/2019,6/30/2020,1614.02,515.89,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220455,S7917301S,Skylar Chung,S7917301S,Skylar Chung,11/7/2002,,1,7/1/2019,6/30/2020,537.38,154.21,0,0,PEB,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220456,S5139711I,Iliana Wilkerson,S5139711I,Iliana Wilkerson,8/20/1952,,1,7/1/2019,6/30/2020,409.35,120.56,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220457,S1057405M,Mary Eaton,S1057405M,Mary Eaton,6/28/1996,Fibrosis or cirrhosis of liver,1,7/1/2019,6/30/2020,510.28,142.99,0,0,PEP,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21220458,S8132023T,Tucker Patterson,S8132023T,Tucker Patterson,8/25/1982,,1,7/1/2019,6/30/2020,615.89,198.13,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220459,S6518769Z,Zain Hess,S9121603C,Camden Kane,10/3/1973,Fibrosis or cirrhosis of liver,1,7/1/2019,6/30/2020,615.89,198.13,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220460,S8827570G,Gaven Benson,S8827570G,Gaven Benson,10/24/1970,,1,7/1/2019,6/30/2020,763.55,0,0,0,PPP,7/1/2015,7/1/2015,,,,,Y,300000,300000,8999999488,8999999488,N,
21220461,S0588145K,Kate Stafford,S0588145K,Kate Stafford,10/11/1982,,1,7/1/2019,6/30/2020,615.89,198.13,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220462,S7257549J,Jovany Jensen,S3577115R,Raphael Lee,6/22/1987,,1,7/1/2019,6/30/2020,615.89,198.13,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220463,S4722643B,Brooke Strong,S8842432S,Simone White,1/18/1975,,1,7/1/2019,6/30/2020,235.51,77.57,0,0,PEB,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220464,S0735914E,Eve Fletcher,S0735914E,Eve Fletcher,10/24/1962,,1,7/1/2019,6/30/2020,1213.08,324.3,0,0,PEP,7/1/2016,7/1/2016,,7/1/2016,7/1/2016,,Y,700000,700000,10000000,10000000,Y,PEPD
21220465,S2017849V,Vanessa Trevino,S2017849V,Vanessa Trevino,11/9/2002,Biliary atresia,1,7/1/2019,6/30/2020,943,254.21,0,0,PEA,7/1/2015,7/1/2015,,7/1/2016,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220466,S8931542W,Will Robinson,S8931542W,Will Robinson,12/12/1983,,1,2/1/2020,1/31/2021,248.6,102.8,0,0,PEA,2/1/2015,2/1/2015,,2/1/2015,2/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
